year	marital	age	race	rincome	partyid	relig	denom	tvhours
2000	Widowed	75	White	Not applicable	Ind,near rep	Protestant	Presbyterian c in us	0
2000	Married	43	White	$25000 or more	Not str democrat	Catholic	Not applicable	NA
2000	Married	62	White	$25000 or more	Ind,near dem	Protestant	Other lutheran	4
2000	Married	50	White	$25000 or more	Not str democrat	Catholic	Not applicable	NA
2000	Divorced	35	White	$25000 or more	Independent	Protestant	United methodist	NA
2000	Married	54	White	Not applicable	Strong republican	Catholic	Not applicable	0
2000	Married	45	White	$25000 or more	Not str republican	Protestant	United methodist	3
2000	Married	48	White	$25000 or more	Not str republican	Protestant	United pres ch in us	1
2000	Divorced	40	White	$25000 or more	Not str republican	Protestant	Presbyterian-dk wh	0
2000	Married	46	White	$20000 - 24999	Ind,near dem	Catholic	Not applicable	2
2000	Married	72	White	Not applicable	Not str republican	Catholic	Not applicable	4
2000	Divorced	29	White	$25000 or more	Ind,near dem	Protestant	Baptist-dk which	NA
2000	Married	84	White	Not applicable	Strong republican	Protestant	Other	NA
2000	Never married	26	White	$20000 - 24999	Ind,near rep	Catholic	Not applicable	NA
2000	Married	71	White	Not applicable	Ind,near rep	Protestant	Other	4
2000	Divorced	54	White	Refused	Strong republican	Protestant	Other	NA
2000	Married	82	White	Not applicable	Strong republican	Protestant	Other methodist	3
2000	Married	32	White	Not applicable	Strong democrat	Protestant	Other	NA
2000	Married	44	White	$25000 or more	Ind,near rep	Protestant	Other	NA
2000	Widowed	80	White	Not applicable	Not str democrat	Protestant	No answer	2
2000	Divorced	32	White	$25000 or more	Ind,near dem	Protestant	Southern baptist	NA
2000	Widowed	61	White	$25000 or more	Strong democrat	Protestant	United methodist	2
2000	Married	62	White	Not applicable	Ind,near dem	Protestant	Other	6
2000	Married	23	White	$15000 - 19999	Independent	Protestant	Other	NA
2000	Widowed	79	White	Not applicable	Ind,near rep	Protestant	Other	3
2000	Married	67	White	Not applicable	Not str republican	Protestant	Am baptist asso	6
2000	Married	79	White	Not applicable	Not str republican	Protestant	Southern baptist	2
2000	Married	72	White	Not applicable	Ind,near dem	Protestant	Other baptists	NA
2000	Married	75	White	Not applicable	Not str democrat	Protestant	Am baptist asso	NA
2000	Widowed	41	White	$6000 to 6999	Independent	Protestant	Baptist-dk which	5
2000	Widowed	86	White	Not applicable	Strong republican	Protestant	United methodist	NA
2000	Married	68	White	Not applicable	Strong democrat	Protestant	Southern baptist	2
2000	Divorced	46	White	$20000 - 24999	Independent	None	Not applicable	4
2000	Divorced	84	White	Not applicable	Strong democrat	Protestant	Methodist-dk which	4
2000	Married	40	White	$15000 - 19999	Strong republican	Protestant	No denomination	0
2000	Married	40	White	$8000 to 9999	Not str republican	Protestant	No denomination	1
2000	Widowed	72	White	Lt $1000	Ind,near dem	Protestant	Other	NA
2000	Divorced	43	White	$25000 or more	Strong democrat	Protestant	Other	NA
2000	Never married	25	White	$5000 to 5999	Strong republican	Protestant	Other baptists	NA
2000	Never married	24	White	$10000 - 14999	Ind,near dem	Catholic	Not applicable	1
2000	Never married	21	White	$25000 or more	Not str democrat	Protestant	Other	2
2000	Divorced	47	White	$25000 or more	Ind,near rep	Protestant	Southern baptist	NA
2000	Married	38	White	$4000 to 4999	Independent	Catholic	Not applicable	1
2000	Widowed	87	White	Not applicable	Independent	Protestant	United pres ch in us	3
2000	Never married	21	White	$8000 to 9999	Ind,near dem	Protestant	No denomination	NA
2000	Never married	21	White	$1000 to 2999	Independent	Catholic	Not applicable	3
2000	Never married	22	Black	Not applicable	Independent	None	Not applicable	6
2000	Divorced	62	White	Not applicable	Not str democrat	Protestant	Other presbyterian	NA
2000	Divorced	27	White	Not applicable	Ind,near dem	Protestant	United methodist	1
2000	Never married	44	White	$25000 or more	Strong democrat	Protestant	Evangelical luth	NA
2000	Never married	20	White	$20000 - 24999	Independent	Protestant	Other	1
2000	Married	46	White	$25000 or more	Not str republican	Protestant	United methodist	4
2000	Never married	30	White	$1000 to 2999	Not str republican	None	Not applicable	NA
2000	Divorced	56	White	$15000 - 19999	Strong republican	Protestant	Other	2
2000	Never married	23	White	Not applicable	Not str republican	Protestant	United pres ch in us	NA
2000	Married	37	White	Lt $1000	Independent	Protestant	Baptist-dk which	14
2000	Never married	28	Black	Lt $1000	Independent	Protestant	No denomination	NA
2000	Never married	51	White	$15000 - 19999	Independent	Protestant	Evangelical luth	NA
2000	Never married	23	White	$20000 - 24999	Strong republican	Catholic	Not applicable	1
2000	Married	26	White	$8000 to 9999	Not str democrat	Protestant	United methodist	2
2000	Never married	23	White	$10000 - 14999	Strong republican	None	Not applicable	1
2000	Never married	26	White	$20000 - 24999	Not str republican	Protestant	Lutheran-mo synod	3
2000	Married	44	White	Not applicable	Strong republican	Protestant	Southern baptist	3
2000	Divorced	62	White	Not applicable	Not str republican	Protestant	United methodist	4
2000	Married	37	White	$20000 - 24999	Not str republican	Protestant	United methodist	3
2000	Married	42	White	$25000 or more	Not str republican	Protestant	Other	1
2000	Married	63	White	Not applicable	Not str republican	Protestant	Baptist-dk which	6
2000	Separated	41	White	Not applicable	Not str democrat	Protestant	Baptist-dk which	8
2000	Never married	52	White	$3000 to 3999	Not str republican	Protestant	Other	NA
2000	Married	32	White	$20000 - 24999	Not str republican	Protestant	Other	NA
2000	Married	69	White	Not applicable	Ind,near rep	None	Not applicable	2
2000	Married	31	White	$25000 or more	Independent	Protestant	United methodist	NA
2000	Married	20	White	Not applicable	Strong republican	Protestant	Other	2
2000	Widowed	79	White	$25000 or more	Strong republican	Protestant	Southern baptist	2
2000	Married	46	White	$10000 - 14999	Strong republican	Protestant	Southern baptist	NA
2000	Married	31	White	$15000 - 19999	Not str republican	Protestant	United methodist	1
2000	Divorced	41	White	$10000 - 14999	Independent	None	Not applicable	1
2000	Divorced	42	White	$10000 - 14999	Independent	Protestant	Southern baptist	1
2000	Widowed	47	White	Not applicable	Not str democrat	Protestant	Other	4
2000	Divorced	44	White	Not applicable	Ind,near dem	Protestant	Southern baptist	NA
2000	Married	20	White	$5000 to 5999	Independent	Protestant	United methodist	2
2000	Divorced	50	White	$25000 or more	Not str republican	Protestant	Southern baptist	4
2000	Married	49	White	Not applicable	Not str republican	Protestant	Other	4
2000	Married	58	White	Not applicable	Not str republican	Protestant	Other	6
2000	Married	29	White	Not applicable	Not str republican	Protestant	Other	6
2000	Married	45	White	Not applicable	Ind,near dem	None	Not applicable	15
2000	Married	54	White	$20000 - 24999	Ind,near rep	None	Not applicable	NA
2000	Divorced	25	White	$15000 - 19999	Not str republican	Protestant	Baptist-dk which	12
2000	Married	68	White	Not applicable	Not str republican	Protestant	United methodist	6
2000	Married	39	White	$25000 or more	Not str republican	Protestant	United methodist	1
2000	Married	46	White	$25000 or more	Strong republican	Protestant	Baptist-dk which	3
2000	Married	60	White	$25000 or more	Not str republican	Protestant	United methodist	1
2000	Never married	73	White	$10000 - 14999	Not str democrat	Protestant	Other	NA
2000	Separated	27	Black	$1000 to 2999	Ind,near dem	Protestant	Nat bapt conv of am	NA
2000	Never married	20	Black	Lt $1000	Independent	Catholic	Not applicable	4
2000	Never married	21	Black	$1000 to 2999	Independent	Catholic	Not applicable	NA
2000	Never married	22	Black	Don't know	Independent	Protestant	Southern baptist	5
2000	Never married	49	Black	$8000 to 9999	Strong republican	Protestant	Southern baptist	4
2000	Divorced	52	Black	Not applicable	Strong democrat	None	Not applicable	NA
2000	Never married	43	Black	Not applicable	Independent	Catholic	Not applicable	1
2000	Never married	47	Black	Not applicable	Independent	Protestant	Afr meth ep zion	3
2000	Widowed	79	Black	Not applicable	Independent	Protestant	Southern baptist	1
2000	Never married	43	Black	$5000 to 5999	Independent	Protestant	Southern baptist	8
2000	Married	35	Black	Refused	Strong republican	Catholic	Not applicable	4
2000	Separated	27	White	$10000 - 14999	Independent	None	Not applicable	1
2000	Married	55	Black	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Married	42	White	Refused	Not str democrat	Catholic	Not applicable	NA
2000	Never married	58	Black	$6000 to 6999	Independent	Catholic	Not applicable	0
2000	Never married	29	Black	$10000 - 14999	Strong democrat	Catholic	Not applicable	NA
2000	Never married	23	Black	$4000 to 4999	Strong democrat	Protestant	No denomination	2
2000	Widowed	66	White	Not applicable	Ind,near rep	Catholic	Not applicable	0
2000	Married	28	White	$20000 - 24999	Independent	Catholic	Not applicable	NA
2000	Married	49	White	$25000 or more	Not str republican	None	Not applicable	3
2000	Married	53	White	Not applicable	Not str republican	Protestant	Methodist-dk which	3
2000	Divorced	42	White	$25000 or more	Not str republican	None	Not applicable	2
2000	Married	35	White	$4000 to 4999	Independent	Protestant	United methodist	3
2000	Divorced	43	White	$25000 or more	Independent	None	Not applicable	NA
2000	Married	61	White	$25000 or more	Strong democrat	Protestant	United methodist	6
2000	Married	41	White	$25000 or more	Strong republican	Protestant	Nat bapt conv of am	NA
2000	Married	45	White	$25000 or more	Independent	None	Not applicable	2
2000	Married	36	White	Not applicable	Not str democrat	None	Not applicable	NA
2000	Married	69	White	$8000 to 9999	Ind,near dem	Protestant	Baptist-dk which	NA
2000	Married	38	White	$25000 or more	Strong democrat	None	Not applicable	1
2000	Married	59	White	$20000 - 24999	Not str republican	Protestant	Other methodist	NA
2000	Married	23	White	$15000 - 19999	Not str democrat	None	Not applicable	NA
2000	Divorced	34	White	Lt $1000	Ind,near rep	Catholic	Not applicable	2
2000	Never married	20	White	Lt $1000	Ind,near rep	None	Not applicable	5
2000	Widowed	77	White	Not applicable	Not str democrat	Protestant	Other	5
2000	Married	34	White	$25000 or more	Not str republican	Protestant	Other	NA
2000	Married	58	White	Not applicable	Ind,near dem	Protestant	Other	2
2000	Married	34	White	$25000 or more	Not str republican	Catholic	Not applicable	2
2000	Married	71	White	Not applicable	Ind,near rep	Protestant	Other	NA
2000	Widowed	81	White	Not applicable	Strong democrat	Catholic	Not applicable	5
2000	Married	37	White	$25000 or more	Strong republican	Protestant	Other	2
2000	Married	34	White	$4000 to 4999	Ind,near rep	Catholic	Not applicable	1
2000	Married	68	White	Don't know	Strong republican	Protestant	No denomination	2
2000	Married	40	White	Not applicable	Strong democrat	Catholic	Not applicable	2
2000	Widowed	65	White	Not applicable	Ind,near rep	Protestant	Baptist-dk which	2
2000	Never married	20	White	Not applicable	Not str republican	Protestant	Other baptists	NA
2000	Married	32	White	$20000 - 24999	Ind,near rep	None	Not applicable	4
2000	Married	78	White	Not applicable	Ind,near dem	Protestant	United methodist	3
2000	Divorced	41	White	$15000 - 19999	Not str republican	Protestant	No answer	NA
2000	Divorced	82	White	Not applicable	Not str democrat	Protestant	Methodist-dk which	NA
2000	Married	35	White	$25000 or more	Strong republican	None	Not applicable	NA
2000	Married	39	White	$25000 or more	Not str republican	Catholic	Not applicable	1
