gene,log2FC,pvalue
PPARG,-1.042686462,3.97E-10
NUP210,-1.694151561,0.300943448
FCRLA,1.997571543,0.240938803
HSD17B7,0.062046635,0.770516081
ENOSF1,0.74357873,2.59E-06
EMILIN2,0.321692013,0.002800878
SLX1A,0.058368811,0.927612571
ARFIP2,0.165005095,0.097041382
TRIM5,0.607197451,6.72E-07
CNGA4,0.492669284,0.655110563
TRIM22,0.125938297,0.167632165
RRP8,0.029100035,0.836789295
TIMM10B,-0.205996402,0.08913366
EFR3A,0.014424935,0.868197117
PTCD3,-0.01908497,0.837547848
IMMT,-0.108237141,0.220568351
MRPL35,-0.010504715,0.928196265
IQCA1,1.504667481,0.000171465
ILKAP,-0.020908072,0.870244887
PER2,1.242676995,2.43E-05
RAMP1,0.328076773,0.262662463
SCLY,-0.290944287,0.461393195
PTPRE,-1.146203141,0.000759634
RAN,-0.185588857,0.044314936
PRKAA1,-0.867614387,1.21E-24
CARD6,-0.338342429,0.003114576
RAP1GAP2,-0.477692772,0.15753806
CLUH,-0.470908692,1.24E-05
INPP5K,-0.522861357,2.47E-05
MYBBP1A,-0.17378624,0.133101905
RPA1,0.228226242,0.026091071
SERPINF1,0.1735032,0.031462265
UBE2G1,-0.01306329,0.905982245
EEFSEC,0.126371114,0.446416484
TBC1D14,0.244893851,0.026545215
TMEM128,-0.354454891,0.003787111
COQ3,-0.36853802,0.198170886
PNISR,0.182056474,0.046681415
POPDC3,-0.41291225,0.053130884
SEC61G,-0.167306142,0.275150975
LANCL2,0.167156221,0.190188617
FIGNL1,0.31447935,0.058779943
GRSF1,-0.340971146,0.000370952
ENAM,0.29801046,0.61880586
JCHAIN,0.051995601,0.891025249
ANKRD17,-0.02649616,0.733737264
UTP3,-0.284788873,0.01557595
ITGB4,0.481354335,0.371233873
WBP2,-0.125614222,0.28786678
H3F3B,0.181491148,0.020344542
UNK,0.358365318,0.00576184
TRIM47,0.25683504,0.319232949
ZRANB2,-0.104693468,0.271652985
EIF5A,-0.226062283,0.025797499
KDM6B,0.382545723,0.002759634
SLC52A1,1.054422871,0.468487797
GUCY2D,-5.88499344,7.72E-06
GPS2,-0.152640047,0.8279877
XAF1,0.923514947,8.26E-17
DLG4,0.315017162,0.00441015
RIDA,0.641963831,5.91E-08
VPS13B,0.222031654,0.014812826
RGS22,0.170963336,0.492407108
MATN2,0.298015541,0.011140596
REEP2,-0.222822573,0.103742016
PCBD2,0.167629593,0.498236406
SDF2,-0.241611543,0.012790761
FLOT2,-0.477531372,4.40E-07
ERAL1,-0.181673346,0.106155088
PRMT7,-0.226855467,0.065098944
NIP7,-0.392749848,0.002389795
TERF2,0.108686656,0.329476817
VPS4A,-0.430089729,8.54E-06
MTSS2,-0.729762423,1.30E-08
HSPA12B,2.278720143,6.61E-15
ANKEF1,-0.040001293,0.865253476
PCED1A,0.103808163,0.346292149
SNAP25,0.635597436,0.035864931
BTBD3,-0.24955245,0.02166099
PCNA,0.651957996,1.44E-10
NXT1,0.327176874,0.185087399
POLR3F,-0.007698303,0.961620077
RIN2,-0.31304302,0.00159137
PTPRA,-0.146863779,0.09688039
DAP3,0.016395338,0.85000906
KHDC4,-0.158987391,0.128832976
ATP1A4,0.931535681,0.494481899
NES,0.779750779,2.02E-12
BCAN,1.095697324,0.398617562
ARHGEF11,-0.028450258,0.753545368
DCAF8,-0.201776014,0.065267489
SYT11,-0.057783861,0.507201372
IGHMBP2,-0.608296932,1.06E-05
ALDH3B2,-2.181692127,0.123037779
TESMIN,-0.096055464,0.937014153
MMACHC,0.432683543,0.064671328
DPH2,-0.355057612,0.038730232
TOE1,0.25438032,0.230207434
NASP,0.218161898,0.045122646
MUTYH,0.113915099,0.551831157
CTNNBL1,-0.128459384,0.277848768
LPIN3,-0.714891284,0.000195734
ZSWIM3,0.568770051,0.00294501
RBM38,0.136307966,0.443501035
VSTM2L,-0.059116098,0.878325007
OSER1,-0.374040838,0.007628873
SERINC3,-0.411954036,4.25E-06
PPP1R3D,-0.400931016,0.021015558
DMGDH,0.385132582,0.03319238
BHMT2,0.326539463,0.005631354
AP3B1,-0.115039854,0.206317483
ZBED3,0.502096986,0.001764296
PATJ,-0.208334076,0.132481157
KANK4,3.026474284,0.004046733
SLC14A2,-0.831694301,0.344961075
FBXO44,0.07023537,0.552079109
CPLANE2,-0.359542389,0.124673137
CASP9,-0.087698432,0.578898432
DCTN4,0.033868779,0.705491855
ATP8A2,1.180744481,0.400489645
ZMYM5,0.185836652,0.179486931
USPL1,0.003235491,0.980128638
XPO4,-0.074096175,0.477877911
POMP,-0.383138319,0.000265132
CDK8,-0.110282933,0.539184185
ALOX5AP,-1.623469509,0.012568371
WASF3,-1.108035118,3.29E-23
MYH10,-0.618166365,4.46E-08
PEMT,-0.51048315,0.002057499
SCO1,-0.095079645,0.44936435
MPRIP,0.013969457,0.873891968
CHI3L1,0.252004978,0.20645971
MYBPH,-0.174544067,0.862603102
PIK3C2B,0.389668334,0.093285119
DSTYK,0.455963535,5.73E-06
CHIT1,-0.129419112,0.940399747
SLC41A1,-0.14025724,0.142119042
TMCC2,1.032767139,5.55E-09
DCLK1,0.694548976,0.072614739
CCNA1,-0.815889705,0.515050356
COG6,0.572913494,5.30E-08
SPART,-0.438953745,8.68E-05
EPSTI1,-0.646067233,0.000701409
TRPC4,0.291497466,0.522447549
POSTN,1.420498836,8.10E-18
RFXAP,0.424763377,0.075490673
TPT1,-0.094975279,0.215128275
GPALPP1,0.142656189,0.270285417
KL,0.538699772,0.504756542
RFC3,0.035019988,0.873188598
STARD13,-0.680122603,9.92E-06
MORC4,0.241586931,0.031457979
BEX2,1.449012588,0.308210579
RNF128,0.204097522,0.558437957
TBC1D8B,0.235894539,0.079494044
TCEAL4,-1.539119452,1.80E-49
BEX1,-1.982709376,0.072392076
FAM104A,0.061552008,0.656367115
SLC39A11,0.104428783,0.47487595
EPHB2,1.770578181,2.58E-28
SRRM1,0.071653286,0.422282634
BTBD2,-0.125197118,0.148933098
PRAM1,-0.058355944,0.956625966
KMT5C,0.475693774,0.038321608
ZNF414,0.077143547,0.727188802
PDE6B,0.028797836,0.946041181
HSPBP1,-0.055025319,0.69742939
CSNK1G2,-0.048159812,0.626002306
SLF1,-0.287070609,0.122252183
CNDP2,-0.146224083,0.113333797
MACROD1,0.020339334,0.904494325
WDR74,-0.32111494,0.040297665
RTN3,-0.169193277,0.09981481
PLAAT4,0.577895056,0.000863407
MYH11,-0.377426406,0.179066833
FOPNL,-0.041129968,0.732131581
MED10,-0.228951654,0.040576222
PDZD2,-1.159444488,1.62E-05
MORC2,-0.097401056,0.347913302
LARGE1,0.330831569,0.00741759
GSTT2B,-0.28349886,0.123719436
SLC2A11,0.340513272,0.068228626
C1QTNF6,0.657850862,2.61E-05
GGT2,0.444163919,0.674356787
SEC14L4,-0.688497345,0.478414473
ADCK2,-0.439629044,0.001987552
MKRN1,-0.174229252,0.0628163
AGAP3,-0.118107559,0.185669002
KRBA1,0.238674604,0.101826542
ZNF767P,0.138762035,0.312001093
ACTR3B,0.03029911,0.889449182
BTG1,-0.445807538,0.000333718
LRRIQ1,1.416323622,0.203428243
C12orf29,-0.577392563,1.64E-05
ATP13A3,-0.203132281,0.072082616
SFTPD,0.1461967,0.85241443
DYDC2,-0.010734523,0.995906582
TMEM254,0.033156885,0.805197837
TMTC1,-0.682009147,2.06E-09
KRAS,-0.004181968,0.969873813
IPO8,0.086402251,0.336834189
LARS,-0.002171745,0.983351232
IMPA1,-0.354878849,0.007736489
LRRCC1,-0.002662794,0.987203417
E2F5,0.216051618,0.358648142
CCDC59,0.01012948,0.944020863
SWAP70,-0.678294996,7.28E-15
ARNTL,-0.724375681,2.00E-05
LYVE1,-0.768088718,0.254781853
AMPD3,-0.402036995,0.022337504
SBF2,-0.204257524,0.066730817
MICAL2,-1.057874158,1.36E-15
MICALCL,-1.057874158,1.36E-15
RRAS2,-0.630862338,5.90E-12
HSD17B4,-0.250745345,0.005198581
ZFC3H1,-0.29983028,0.001038197
TEX15,-0.70079749,0.678998902
SARAF,0.102837083,0.208324662
RNF122,0.575073026,0.00317841
DUSP26,-0.297484217,0.797627172
DPF2,0.169559447,0.077476243
MEN1,-0.066611717,0.532370366
ERG28,0.219090664,0.103164672
GSC,0.178894187,0.890693333
DGLUCY,0.886333929,7.32E-16
UNC79,0.261175361,0.6276076
NUMB,-0.201371351,0.020171616
COX16,-0.320440193,0.080237943
TTC9,0.17411669,0.847894933
MED6,0.004318124,0.97683535
EIF2S1,-0.194801591,0.034107522
LOXL2,0.788568491,4.17E-07
ELP3,-0.086579561,0.444097589
PEBP4,-0.879151806,0.075140764
ADAMDEC1,0.22673033,0.804471686
CTIF,-0.159455358,0.137942613
MRO,-1.985010097,0.121271598
MBD2,-0.545318957,1.77E-08
IER3IP1,-0.316985697,0.040608281
MRPS36,-0.546786651,2.71E-05
CCNB1,-0.169685778,0.377448176
CDK7,-0.352304957,0.001730738
IRAK2,1.072478292,0.000236978
CAMK1,-0.083671224,0.789547051
THUMPD3,-0.008449385,0.936644501
VHL,0.034522404,0.735051407
BHLHE40,0.923352701,2.19E-05
ARL8B,-0.273636797,0.002806331
EDEM1,-0.347353922,0.006647029
CHL1,-1.401015111,1.12E-09
MEIS2,0.803190718,2.45E-12
DPH6,-0.319407809,0.147442621
KATNBL1,-0.261027495,0.037047712
EMC7,-0.234051853,0.018715628
GNAT2,0.653842205,0.363974468
GSTM1,0.381916594,0.361822976
PRPF38B,-0.151123903,0.17217776
TSPAN2,0.58854966,0.310319442
GSTM5,0.707168861,6.32E-09
GSTM3,0.33009818,0.001178272
PSRC1,-0.204933825,0.414206912
PTPN22,-2.157672265,0.013387603
SORT1,-2.195725073,7.48E-85
WNT2B,-0.246523581,0.175086375
PTGFRN,0.785982959,1.84E-11
LAMTOR5,-0.307915769,0.003350875
NOTCH2,-0.108084307,0.256085513
TRIM45,1.95836219,3.26E-23
CEPT1,0.220187603,0.026284901
CD101,0.451673859,0.739712516
VTCN1,3.972382937,0.021131892
NGF,1.290431951,0.000127385
AP4B1,-0.037208824,0.828550253
NAPG,-0.430763155,0.000177138
SPIRE1,0.180354355,0.13875526
PPHLN1,-0.173472386,0.072503645
FKBP11,-0.325432328,0.063830567
ARF3,-0.251455139,0.006210595
TMEM106C,0.219033595,0.062603934
SLC38A2,-1.20536026,3.77E-15
PLEKHA8P1,0.018214177,0.952464959
YWHAQ,-0.082936959,0.328780844
KIDINS220,0.057717005,0.527454109
GRHL1,0.539605866,0.068376616
ROCK2,-0.808546252,1.04E-22
RSAD2,3.146483099,0.01114621
LPIN1,-0.594481697,8.45E-05
CMPK2,0.204186279,0.846668979
IAH1,-0.151502168,0.158964742
LDHA,-0.884988998,4.71E-09
ANO3,-0.896031764,0.027331966
IL6ST,-0.129666531,0.234798454
FST,1.807533136,3.48E-43
NAV1,-0.062109137,0.61909706
CDC73,-0.306450078,0.002233764
TIMM17A,-0.130542659,0.282487319
CRB1,2.073564008,0.015217581
ERN2,0.209970489,0.879416068
RPS15A,0.051446158,0.571754249
NARS,-0.067432233,0.467289771
RELCH,-0.132064927,0.210762115
FBH1,-0.111182429,0.187505241
RBM17,-0.062211302,0.546606898
IL2RA,1.330154112,0.495507083
ANKRD16,0.069998881,0.738430804
ECHDC3,-0.368242988,0.178330935
IL15RA,-0.161236366,0.403872684
CCNH,-0.325467375,0.013967031
HRH4,0.315559999,0.841566561
TMEM241,-0.266212299,0.123935609
KCTD1,-0.136940759,0.444012446
CABLES1,-0.812125223,1.97E-12
DOCK2,0.339179532,0.060364208
EMP1,-0.953561278,1.93E-16
SOX5,-0.696473733,0.000270725
RERG,-0.372049279,0.559191573
KLRD1,0.700295031,0.313301532
SPX,0.454761552,0.305968662
PRH2,0.942559484,0.29939262
LRP4,0.58360674,0.018668061
DDB2,0.311324297,0.002903982
ACP2,-0.38739457,0.00051745
RTL8C,-0.191152457,0.024969008
RAB33A,1.073556405,0.068703934
SOX3,1.845173935,0.210011513
RBMX2,0.222840813,0.081203015
STK26,-0.506171472,0.053724615
PIWIL4,-0.347827171,0.17829742
PUM1,-0.091515189,0.27378676
SPOCD1,-0.10644397,0.566997711
YARS,0.744706612,6.58E-14
PHC2,-1.387583149,4.01E-51
CDCA8,-0.068063302,0.860961514
GNL2,-0.467506589,1.28E-05
AGO4,-0.280621827,0.008228362
HOOK1,-2.337521072,0.085257102
CYP2J2,0.858654565,0.061450844
BTF3L4,-0.069674008,0.481301031
TUT4,0.364865716,9.61E-05
PRPF38A,0.132044614,0.235991519
DSC2,1.59547454,0.185601204
RNF138,0.07411453,0.69502375
ELP2,0.098459131,0.248958515
DSC3,-1.265426652,2.24E-10
DTNA,0.887283266,6.36E-09
FHOD3,-0.125953987,0.326214005
TPGS2,0.249480905,0.005654471
DAGLA,0.675164518,0.001629794
SLC43A3,0.368536212,0.010475098
TIMM10,-0.032120879,0.840722133
DHX34,0.30772457,0.065595223
FADS2,0.048033964,0.909878016
TMEM258,-0.014807734,0.890522037
TMEM165,-0.609072233,8.52E-13
CLOCK,0.019215723,0.855435048
PDGFRA,-0.559471334,7.06E-07
GGACT,-0.197815635,0.431989529
COL4A2,-0.888413792,1.36E-18
DZIP1,0.421567566,6.87E-06
UBAC2,-0.108961099,0.236065446
ARGLU1,-0.05624105,0.475121342
BIVM,-0.130912539,0.305333376
ERCC5,-0.09920253,0.432672888
BIVM-ERCC5,-0.09920253,0.432672888
TPP2,-0.190774168,0.071602771
POGLUT2,0.226078402,0.109211493
CARS2,-0.333707113,0.003285938
ARHGAP32,0.323917648,0.006462091
STT3A,-0.057941506,0.541864877
ADAMTS8,-0.129419705,0.638075599
ETS1,-0.215934337,0.064226517
SLC37A2,-0.392707983,0.783749028
TMED7,-0.290316863,0.010034618
APC,-0.195052173,0.111069505
NREP,0.582137419,0.000147044
WDR36,0.713216483,1.90E-09
OSTF1,-0.067045921,0.591146185
RFK,-0.177444794,0.143107405
UBQLN1,-0.234939933,0.003841774
NAA35,0.163781444,0.190438042
C9orf40,0.296132837,0.217693381
ANXA1,-0.42762626,3.46E-05
CTSL,-0.147315805,0.191826381
CEMIP2,-0.890764904,8.62E-19
AGTPBP1,-0.23437649,0.093136833
GOLM1,0.359164887,0.000108415
PSAT1,1.297589845,8.50E-19
ISCA1,-0.536470762,6.95E-08
ADAM19,-0.491501389,0.002537299
HAVCR2,0.135834437,0.768127253
CCNJL,0.857380527,0.312466279
TAOK3,-0.364923025,0.000345248
USP30,0.406688973,0.003047164
HNF1A,0.055608247,0.924449386
FBXO21,0.161835867,0.12631172
TBX3,0.439536741,4.25E-05
OASL,0.610904727,0.520568218
HRK,1.068785328,0.336144842
RNFT2,0.268622854,0.743236758
P2RX4,-0.034925854,0.799762281
TRAFD1,-0.042863204,0.772118852
DMTF1,-0.105939218,0.249827396
TMEM243,-0.381968416,0.007632068
CCDC146,-0.220527481,0.297646122
TMEM60,-0.26030757,0.08695325
CD36,-0.270988932,0.370329505
PNPLA8,-0.522972324,9.06E-05
HILPDA,-0.119109065,0.610235673
FAM71F1,-1.166924247,0.328613706
RINT1,0.030018813,0.828626381
SRPK2,0.232073049,0.026243172
KCP,1.59124917,0.086421009
TES,0.154024093,0.368305355
MDFIC,-0.404853434,0.000193716
MTO1,0.210756783,0.099616836
ADGRB3,0.193570905,0.917885062
ANKRD6,0.102389954,0.662124494
HTR1B,-2.800490103,0.011783955
KHDC1,0.207867076,0.454718782
CEP162,0.367059766,0.004240259
SYNCRIP,-0.177180761,0.04973588
SNX14,-0.140258755,0.158898458
NT5E,0.8879199,2.23E-16
MRAP2,-1.532059895,0.360231453
AKIRIN2,0.005306368,0.962346709
ORC3,-0.03173281,0.745881994
LCA5,0.092148317,0.545856959
MAP3K7,0.035876608,0.666317963
CGA,-1.934361855,0.360014364
PRR5L,-1.536773464,1.75E-12
LMO2,-0.090421069,0.932149316
PHF21A,0.061888664,0.542533897
NAT10,-0.160365847,0.185469912
PRRG4,-1.420365467,0.015883546
CAPRIN1,0.157267537,0.031842492
ATP5MC2,0.128815542,0.199478009
DNAJC14,0.140024893,0.265910374
CD63,0.16528144,0.046692425
PRPH,1.053721961,0.494924149
AVIL,-0.28400345,0.221827176
GDF11,0.448650917,3.16E-05
GLS2,0.227784879,0.527090302
ITGA7,0.476675998,8.42E-07
FAM186B,-0.264972065,0.722179209
RDH5,0.843484498,0.003975363
AGAP2,0.40873323,0.697963965
BLOC1S1,0.060631762,0.792253092
CDK4,0.788600053,1.15E-14
TROAP,-0.471962646,0.499726317
TSPAN31,-0.332245571,0.006054374
B4GALNT1,-0.750519423,0.304727556
TFCP2,0.091502341,0.427798571
COQ10A,0.065281391,0.745186078
FAIM2,1.69522293,9.57E-17
PAN2,-0.150371335,0.265120975
ESPL1,-0.050657973,0.866614254
KRT87P,0.293869625,0.854853385
KRT7,-1.032785058,0.000685757
ZC3H10,0.086693365,0.667426234
HNRNPA1,-0.153451859,0.047190448
SLC26A10,-0.56754279,0.185838768
ACVR1B,-0.329874169,0.000803074
OS9,0.030863179,0.691152809
KCNH3,1.373017549,0.290284789
LTV1,-0.226853096,0.116640402
MAP7,0.168820325,0.590877346
CD164,0.058313892,0.517216709
AFG1L,-0.136103426,0.551353226
NHSL1,-0.43871571,0.000138362
AHI1,0.477820362,4.78E-05
PKIB,1.055550031,0.226613443
NMBR,1.028663399,0.327913762
SMPD2,0.087379979,0.692913269
MICAL1,-0.428882164,3.53E-06
REPS1,0.162042121,0.216034411
STX11,-2.393125944,6.35E-07
TEC,0.301026701,0.469432638
PRADC1,0.234653359,0.260187203
SEMA4F,0.049870839,0.734884857
CCT7,-0.101784481,0.223597637
RAB11FIP5,-0.034422678,0.688774701
SMYD5,0.167142892,0.157378604
DYSF,0.718316517,0.540127816
CCDC142,0.180431171,0.326830825
KCNMB4,-0.396101504,0.444111201
USP15,-0.030450842,0.771540639
GNS,0.125365763,0.104636024
CPM,-1.373969378,0.000200835
MDM2,0.584385044,3.51E-11
KLHL36,-0.265013531,0.002300332
BCO1,2.015036627,0.117656692
MPHOSPH6,-0.147128405,0.336059297
KIAA0513,0.299915194,0.060619923
DYNC1LI2,-0.025560569,0.746752198
FBXL8,-0.009482659,0.965534157
FHOD1,0.831215514,1.37E-10
CCDC102A,0.193262656,0.18912301
SLC9A5,0.382841979,0.056111369
AGT,1.155812341,5.82E-10
ZNF670-ZNF695,-0.211125175,0.464457393
PCNX2,0.600391012,3.07E-08
KCNK1,-0.481043162,0.077005255
URB2,-0.251782499,0.15716403
EGLN1,-0.262154435,0.076261717
CAPN9,0.691953994,0.581244649
COG2,0.238904623,0.05742094
ABCB10,-0.362813895,0.004734879
NTPCR,0.402538467,0.000303703
TAF5L,-0.430831557,0.000467869
GLUL,-2.922794508,5.54E-18
STX6,-0.458230966,0.000474656
RNASEL,-0.063832508,0.600993765
DHX9,0.021515165,0.783791968
KIAA1614,0.013504073,0.910989788
CEP350,-0.079538137,0.341773013
NPL,-0.640933834,0.016327841
NIBAN1,0.744971224,4.37E-13
PIGC,-0.298845569,0.027656025
LAMC1,-0.807294257,3.11E-15
RC3H1,-0.211341211,0.062178994
SP110,-0.503133755,0.000944626
MRPL44,-0.059035327,0.640484034
DOCK10,-0.023523575,0.852756804
TTLL4,-0.039250873,0.80373085
USP37,0.273874676,0.204203032
HTR2B,0.337990109,0.579016454
ITM2C,0.024637456,0.749022767
SLC19A3,-1.308288451,4.77E-05
SERPINE2,0.624469808,2.64E-09
DNAJB2,0.233539954,0.005456611
TMBIM1,-0.532873168,2.66E-07
CYP27A1,0.060052989,0.544006635
EIF4E2,-0.233885277,0.009466688
ARMC9,-0.49945989,0.001504593
CAB39,-0.298474084,0.004950638
COX5B,-0.091307721,0.395739585
REV1,0.199130155,0.091630117
TSGA10,0.207156105,0.522844208
MFSD9,-0.05572168,0.738536448
TMEM127,-0.341099329,6.86E-05
TGFBRAP1,-0.172681853,0.081911963
GCC2,0.102490989,0.230223412
MRPS9,0.119609924,0.422624259
C2orf49,0.063321345,0.544988024
ANKRD36,0.537345318,1.07E-05
EPC2,0.121269842,0.231220874
ARHGEF4,0.328042491,0.405863043
ISCU,0.083004939,0.398977386
ALDH1L2,0.269651224,0.012405297
STAB2,-0.683476798,0.424332503
USP44,-0.505810281,0.000988143
SCYL2,0.015646162,0.86526643
CKAP4,0.241823435,0.006411383
PLXNC1,0.023642533,0.791062754
APPL2,0.051951879,0.63169221
PWP1,-0.1559536,0.100242744
DRAM1,0.265731108,0.019134345
WASHC4,-0.354020045,0.00039402
SLC41A2,0.989943709,1.45E-13
VILL,0.232811291,0.165049922
FLNB,-0.44993243,0.008131562
NEK3,-0.185670169,0.25299241
VPS36,-0.274303238,0.005381108
RNASEH2B,0.098677762,0.487998608
CKAP2,0.318899444,0.012870302
TBC1D4,-0.549648872,0.000189943
THSD1,-0.323880681,0.134824397
BORA,-0.340332794,0.185255145
LRCH1,0.612015174,1.26E-07
SUCLA2,0.05903365,0.575242886
RCBTB1,0.225521971,0.054915203
MED4,-0.173169824,0.143728238
PHF11,-0.168615517,0.143558923
COG3,0.036748524,0.73140716
LMO7,-0.377287028,0.023468556
ITM2B,-0.513710843,3.72E-10
SPRY2,-0.625664586,1.84E-05
NUDT15,0.044085482,0.8034398
EDNRB,-0.570693291,0.000256001
RCBTB2,-0.211161698,0.100726725
LCP1,1.072112666,0.227052183
SETDB2,0.020643343,0.859347854
SCRN1,-0.429647253,4.95E-07
C7orf25,-0.001828147,0.997966444
TNS3,0.036282018,0.779333526
SPDYE1,-0.024341387,0.959274457
CHST12,-0.307550403,0.031836466
IGF2BP3,-0.26498034,0.075454099
GPNMB,0.403957101,1.91E-06
RAPGEF5,-2.650274855,2.28E-13
RAC1,-0.330635166,2.21E-05
KDELR2,-0.005034725,0.962662366
NUP42,-0.083717271,0.567982108
IL6,0.751151402,0.016863069
ZDHHC4,-0.084839399,0.446007334
BZW2,0.579538912,0.000112565
DGKB,3.120830023,0.000596169
TBRG4,-0.520300553,6.40E-07
DDX56,-0.176392834,0.070783652
HUS1,-0.033856367,0.809725462
NACAD,0.180880072,0.235053354
C7orf69,0.524610647,0.679914285
DBNL,-0.017109636,0.873224584
CCM2,-0.069495402,0.497233467
TTYH3,0.759244682,5.16E-13
TTC5,0.184168853,0.204108853
ZFHX2,0.658682386,0.012016284
MTHFS,0.039287914,0.94582269
ADAMTS7,-0.74096285,1.66E-07
ABHD17C,-0.603874755,9.73E-07
IREB2,-0.062489718,0.496595989
ALPK3,-2.788260684,6.48E-10
TM6SF1,-0.260938237,0.238305247
CIB2,0.419852349,0.139729981
CALCOCO2,-1.13535673,5.33E-23
RSAD1,0.284278222,0.028543917
NMT1,-0.0466228,0.585359778
MYCBPAP,-0.06189156,0.856500513
SRSF1,0.015131315,0.875612278
VEZF1,-0.167637025,0.075826823
CHAD,0.287614611,0.572569318
TACO1,0.077588771,0.595034523
TEX2,-1.465847889,2.79E-55
DCAF7,-0.111961242,0.237177965
LIMD2,0.199166623,0.404550765
BRIP1,-0.185237413,0.464359502
KAT7,0.179356837,0.095463359
RTP4,0.490956493,0.069939826
ACTL6A,0.009798015,0.933046453
NDUFB5,-0.02758963,0.783850925
MRPL47,-0.107710913,0.414356404
TRA2B,0.031690573,0.744229938
SCN2A,0.865004607,1.38E-07
7-Mar,0.069035187,0.478461563
GALNT5,0.248819349,0.020298578
SCN7A,-1.368711099,5.66E-28
TANK,-0.539589454,8.79E-08
SKIL,0.1463242,0.118242445
EPRS,0.278602098,0.004104023
HLX,-0.322159473,0.015147437
VPS45,0.177262618,0.086655306
KCTD3,0.218417579,0.075940825
RPS6KC1,0.260921849,0.014870744
CBWD2,-0.073437246,0.565411017
IL1RN,3.603969911,0.073118645
SMPD4,0.02620617,0.76513773
WDR33,-0.226804876,0.033595728
CCDC115,0.058577014,0.621319062
SAP130,0.278558798,0.02378329
BIN1,0.561586636,2.51E-05
IMP4,-0.287993892,0.014343162
HS6ST1,-0.499249348,0.001082285
UGGT1,0.068308386,0.535616372
GYPC,0.336190414,0.006468737
STAM,0.166483836,0.122664908
ABI1,-0.181731947,0.080472275
YME1L1,-0.063643257,0.412403631
DNAJC1,0.09011239,0.419830337
NIPSNAP3A,-0.514863859,0.000174328
LRRC8A,0.091476219,0.32372216
CDK9,-0.20046081,0.048989991
TXN,-0.010415367,0.924039198
ODF2,0.076138656,0.47418981
ECPAS,-0.307692363,0.001385841
TOR1B,-0.224647455,0.062234824
C9orf78,-0.094226537,0.351723662
SMC2,0.114591485,0.294749931
KLF4,0.80246999,2.99E-07
TOR1A,-0.255369831,0.011189642
RALGPS1,0.436473003,0.027113723
NIBAN2,-0.659143882,3.44E-13
ST6GALNAC4,-0.26808814,0.02397635
TMOD1,0.357397042,0.176814671
DAB2IP,0.236902943,0.056835285
STXBP1,0.08218399,0.455975725
SLC2A8,0.03186132,0.850191729
ANGPTL2,0.877137344,8.38E-11
CDK5RAP2,0.26277112,0.006357246
ZFP37,0.400027608,0.113397015
SLC31A2,-0.433339543,0.597179613
SLC31A1,-0.415069305,7.62E-05
TLR4,-0.516033005,0.047389036
ZNF189,0.273622279,0.045239893
ALDOB,-0.076991073,0.939693513
STX17,-0.107714432,0.378229401
PRPF4,0.013267287,0.904951678
FPGS,-0.636629491,4.13E-12
USP20,0.190313503,0.070545863
ATP6V1G1,0.15361429,0.097027694
TEX10,-0.009401878,0.926470852
