category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0060429	epithelium development	49	FZD3	1.636411013	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	SHANK3	-0.932066576	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	FZD6	1.345358869	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	HOXB4	-1.16972205	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	FREM2	0.85107851	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	TSC2	0.484905079	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	ZIC5	0.571247265	0.004086705	-1.285714286
BP	GO:0060429	epithelium development	49	APAF1	-0.762691172	0.004086705	-1.285714286
BP	GO:0035295	tube development	48	DLC1	-0.970787511	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	WNT5A	1.267849923	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	GNA13	0.371159948	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	BBS4	0.79173311	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	COBL	-0.45287561	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ENAH	-0.831753073	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	NRP1	-1.141231543	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	PGF	-0.297338013	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	EDN1	1.381300593	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	TGFB3	-1.654311963	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	BMPR2	0.659034738	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	GJA1	-0.81794802	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	NR3C1	0.377380693	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	GJA5	-2.454250023	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ZIC3	3.953962077	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ZIC2	1.590361615	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	CTTNBP2	0.465025583	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	CD44	-1.039695579	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	HOXA5	-0.839731048	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	GATA6	-0.868098097	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	CXCR4	-2.56475368	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	BCL2	-0.819237793	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ILK	-0.647659317	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ROBO2	-1.668692134	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	PLXND1	-1.48317114	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	PCSK5	-0.917959533	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FGF2	-0.585969297	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	RET	1.195297373	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	AR	-1.153760443	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	VANGL2	0.522056899	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	TGFBR2	0.998477288	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	TBX4	1.323461845	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	SMAD3	0.888539627	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FZD3	1.636411013	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	SHANK3	-0.932066576	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FOXP1	0.904013	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FZD6	1.345358869	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	MYCN	-0.540466953	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	TNS3	-0.353930953	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	MIB1	-0.289969767	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	HHEX	0.827735579	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	NCOA3	-0.573910083	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	ZIC5	0.571247265	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	TSC2	0.484905079	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	PDGFRA	-0.536206566	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FOXC2	-0.84021201	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	FOXC1	2.02292565	0.004159706	-0.866025404
BP	GO:0035295	tube development	48	APAF1	-0.762691172	0.004159706	-0.866025404
BP	GO:0043009	chordate embryonic development	69	DLC1	-0.970787511	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	GNA13	0.371159948	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ENAH	-0.831753073	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ACVRL1	0.509690293	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	EDN1	1.381300593	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TGFB3	-1.654311963	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	GJA1	-0.81794802	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TTN	-0.663359973	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ZIC2	1.590361615	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	CERKL	0.862400057	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	GATA6	-0.868098097	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	COL4A3BP	1.397117463	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	CHST11	0.487866568	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	GAB1	0.879589395	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ANKRD11	-0.4816916	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ETL4	-2.014798463	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MKL2	1.187109212	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	AR	-1.153760443	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ADAM10	0.437040344	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	VANGL2	0.522056899	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	LEF1	4.23127624	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MYH6	-1.608701091	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ACVR2A	-0.689146653	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MIB1	-0.289969767	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	NDEL1	-1.45721722	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	GRN	-0.522020967	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PDGFRA	-0.536206566	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	FOXC2	-0.84021201	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	FOXC1	2.02292565	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	EGFL8	0.708332393	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PRDM1	-1.059243687	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	COBL	-0.45287561	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	BBS4	0.79173311	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TCAP	-0.752053437	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	EGLN1	-0.512868557	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ITGB1	-0.320847591	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	CHD7	-0.820282624	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	FBXW8	0.260635854	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	INPP5K	0.74173515	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HOXA5	-0.839731048	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	SLC30A1	1.46270244	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PKD2	-0.684857057	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PLCD1	-0.547486781	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	AXIN2	2.260965453	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PCSK5	-0.917959533	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ENO1	0.661397406	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TCF7	1.475318093	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MAP2K1	-0.462879817	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TGFBR2	0.998477288	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	NF1	-0.701186185	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HSPG2	-1.853688857	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	PCDH12	-1.49477816	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	SMAD3	0.888539627	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	FZD3	1.636411013	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TBX1	1.570582556	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	FZD6	1.345358869	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HBA-A1	-1.55016294	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HOXB4	-1.16972205	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HBA-A2	-1.572673801	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MEOX2	-4.544633582	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	MEOX1	-2.16779379	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ZIC5	0.571247265	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TSC2	0.484905079	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TGFBR3	1.21053663	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	ATP6V0A1	0.984753306	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	HBEGF	1.136809987	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	AMOT	1.08778812	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	APAF1	-0.762691172	0.004546102	-0.601929265
BP	GO:0043009	chordate embryonic development	69	TCF15	-1.818997083	0.004546102	-0.601929265
BP	GO:0060537	muscle tissue development	30	SCHIP1	-0.906753552	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	CAV1	-0.956726373	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MYL2	-4.45152649	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	TNC	-0.430675823	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	UTRN	0.651558243	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	PDLIM3	-0.887693887	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	EGLN1	-0.512868557	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	TTN	-0.663359973	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	ITGB1	-0.320847591	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	TGFB2	2.303174833	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	GATA6	-0.868098097	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	AGRN	0.992407163	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MKL2	1.187109212	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	PAK1	1.396210657	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	ACTC1	-3.407986328	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	RXRA	-0.370907151	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	NF1	-0.701186185	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	HSPG2	-1.853688857	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MYLPF	1.061684609	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MYH6	-1.608701091	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	CSRP3	-0.913555936	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	FOXP1	0.904013	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	TNNT2	-4.296939333	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MURC	1.60125077	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	MEOX2	-4.544633582	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	PLN	-2.073402748	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	FOXC2	-0.84021201	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	TGFBR3	1.21053663	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	FOXC1	2.02292565	0.004579589	-1.825741858
BP	GO:0060537	muscle tissue development	30	F2R	-2.126826937	0.004579589	-1.825741858
BP	GO:0035239	tube morphogenesis	35	DLC1	-0.970787511	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	GNA13	0.371159948	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	WNT5A	1.267849923	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	COBL	-0.45287561	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	BBS4	0.79173311	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	ENAH	-0.831753073	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	NRP1	-1.141231543	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	PGF	-0.297338013	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	EDN1	1.381300593	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	GJA1	-0.81794802	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	NR3C1	0.377380693	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	ZIC3	3.953962077	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	ZIC2	1.590361615	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	CD44	-1.039695579	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	HOXA5	-0.839731048	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	CXCR4	-2.56475368	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	BCL2	-0.819237793	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	ILK	-0.647659317	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	PLXND1	-1.48317114	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	RET	1.195297373	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	AR	-1.153760443	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	VANGL2	0.522056899	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	TGFBR2	0.998477288	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	SMAD3	0.888539627	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	FZD3	1.636411013	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	SHANK3	-0.932066576	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	FZD6	1.345358869	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	MYCN	-0.540466953	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	MIB1	-0.289969767	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	HHEX	0.827735579	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	NCOA3	-0.573910083	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	ZIC5	0.571247265	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	TSC2	0.484905079	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	FOXC2	-0.84021201	0.004681002	-0.507092553
BP	GO:0035239	tube morphogenesis	35	APAF1	-0.762691172	0.004681002	-0.507092553
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP5E	0.312533377	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	HPRT	0.62759242	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP1B2	-1.15948805	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP10A	4.198804217	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ADCY6	-0.755749068	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	PTH2	-0.231550693	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP10D	0.706659643	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP5G3	0.334951082	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP2B4	-1.866284233	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP8B1	-2.107400573	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	GUCY1A2	-0.557933797	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	IMPDH1	0.705089581	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP5H	0.454014144	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP11B	0.807687133	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	NPR1	-0.893131727	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP11A	0.501536367	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP1A1	0.617869067	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	NPR2	-2.076959626	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	AMPD3	-1.14006264	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP13A5	0.37577669	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	NME5	0.719274353	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP6V1A	0.65044849	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP6V0E2	0.47838481	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	NME3	0.564906918	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP2C1	0.567286807	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP9A	-1.401088247	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ADK	1.724155737	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP6V0A1	0.984753306	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	GUCY1B3	-0.730732138	0.004965218	1.460593487
BP	GO:0006164	purine nucleotide biosynthetic process	30	ATP8A1	1.35273615	0.004965218	1.460593487
BP	GO:0060485	mesenchyme development	16	NRP2	-1.515317303	0.005273461	0
